GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
3337,9.81E-02,2.58E-02,0.0341,-2.2294531,-0.0760618,5631.93,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1
9924,9.81E-02,2.58E-02,0.0647,2.2292232,0.1442125,1228.51,PAN2,poly(A) specific ribonuclease subunit PAN2
7514,9.83E-02,2.59E-02,0.0258,-2.2283872,-0.0574784,18109.54,XPO1,exportin 1
11147,9.84E-02,2.59E-02,0.0915,2.2277921,0.2038875,451.16,HHLA3,HERV-H LTR-associating 3
22919,9.86E-02,2.59E-02,0.0309,2.2271548,0.0687245,10448.76,MAPRE1,microtubule associated protein RP/EB family member 1
64895,9.88E-02,2.60E-02,0.0603,-2.2260429,-0.1342259,1167.04,PAPOLG,poly(A) polymerase gamma
10486,9.89E-02,2.60E-02,0.0602,2.2255976,0.1338972,1125.81,CAP2,cyclase associated actin cytoskeleton regulatory protein 2
11336,9.90E-02,2.61E-02,0.0429,2.2252816,0.0955389,2644.16,EXOC3,exocyst complex component 3
23399,9.92E-02,2.61E-02,0.0397,-2.2241547,-0.0882604,4614.81,CTDNEP1,CTD nuclear envelope phosphatase 1
91574,9.93E-02,2.62E-02,0.0621,-2.2239443,-0.1380817,1022.07,MTRFR,mitochondrial translation release factor in rescue
55322,9.93E-02,2.62E-02,0.0543,-2.2237405,-0.1208335,1362.21,C5orf22,chromosome 5 open reading frame 22
107986003,9.94E-02,2.62E-02,0.1034,2.2232573,0.2298502,309.83,LOC107986003,uncharacterized LOC107986003
2710,9.94E-02,2.62E-02,0.1406,-2.2231922,-0.3126534,171.62,GK,glycerol kinase
23268,9.96E-02,2.63E-02,0.0762,2.2223275,0.1694214,629.37,DNMBP,dynamin binding protein
9538,9.96E-02,2.63E-02,0.0365,2.2222963,0.0812004,4606.81,EI24,EI24 autophagy associated transmembrane protein
55904,9.98E-02,2.63E-02,0.0428,-2.2213337,-0.0951184,3335.75,KMT2E,lysine methyltransferase 2E (inactive)
64853,9.99E-02,2.64E-02,0.0489,2.2209182,0.1085702,2142.86,AIDA,"axin interactor, dorsalization associated"
219749,9.99E-02,2.64E-02,0.116,-2.2206164,-0.2576442,275.17,ZNF25,zinc finger protein 25
93550,9.99E-02,2.64E-02,0.1462,-2.2205908,-0.3245975,155.78,ZFAND4,zinc finger AN1-type containing 4
101410538,9.99E-02,2.64E-02,0.0734,-2.2205196,-0.1629702,663.4,MMP24OS,MMP24 opposite strand
51332,9.99E-02,2.64E-02,0.1879,2.2203348,0.4171967,95.37,SPTBN5,"spectrin beta, non-erythrocytic 5"
27094,1.00E-01,2.64E-02,0.1512,2.2195748,0.3356946,189.5,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3
5339,1.00E-01,2.64E-02,0.0771,-2.2195958,-0.1710932,18156.8,PLEC,plectin
84726,1.00E-01,2.64E-02,0.0272,-2.2195489,-0.0604066,15757.89,PRRC2B,proline rich coiled-coil 2B
54708,1.00E-01,2.64E-02,0.0475,-2.2196576,-0.1053327,1918.65,MARCHF5,membrane associated ring-CH-type finger 5
100507217,1.00E-01,2.65E-02,0.0705,2.2191689,0.1564619,836.38,CHASERR,CHD2 adjacent suppressive regulatory RNA
6598,1.00E-01,2.65E-02,0.0456,-2.219189,-0.1012842,2284.56,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
53616,1.00E-01,2.65E-02,0.0683,2.2182016,0.1515516,797.56,ADAM22,ADAM metallopeptidase domain 22
2074,1.00E-01,2.66E-02,0.0503,2.2180669,0.111494,1919.81,ERCC6,"ERCC excision repair 6, chromatin remodeling factor"
345462,1.00E-01,2.66E-02,0.2122,2.2174708,0.4706237,75.56,ZNF879,zinc finger protein 879
1889,1.01E-01,2.67E-02,0.0447,2.2153732,0.0989671,2534.16,ECE1,endothelin converting enzyme 1
215,1.01E-01,2.67E-02,0.1736,2.215464,0.3846351,130.55,ABCD1,ATP binding cassette subfamily D member 1
100288203,1.01E-01,2.68E-02,0.1498,-2.2150985,-0.3317387,152.19,WHAMMP4,WHAMM pseudogene 4
83667,1.01E-01,2.68E-02,0.0813,-2.2142579,-0.1799811,578.62,SESN2,sestrin 2
3017,1.01E-01,2.69E-02,0.085,2.2128597,0.1880125,583.92,H2BC5,H2B clustered histone 5
1284,1.01E-01,2.69E-02,0.044,2.212838,0.0974308,3172.53,COL4A2,collagen type IV alpha 2 chain
286205,1.02E-01,2.70E-02,0.0653,2.2120586,0.144355,848.52,SCAI,suppressor of cancer cell invasion
79789,1.02E-01,2.70E-02,0.0453,2.2114383,0.1000887,2732.18,CLMN,calmin
4493,1.02E-01,2.70E-02,0.0653,2.2114219,0.144315,841.54,MT1E,metallothionein 1E
22937,1.02E-01,2.70E-02,0.0502,-2.2111479,-0.1110634,1970.2,SCAP,SREBF chaperone
26031,1.02E-01,2.70E-02,0.0615,-2.2108825,-0.1359386,957.93,OSBPL3,oxysterol binding protein like 3
1983,1.02E-01,2.70E-02,0.0317,-2.2109766,-0.0699955,8619.01,EIF5,eukaryotic translation initiation factor 5
729678,1.02E-01,2.71E-02,0.0977,-2.2103316,-0.2158936,360.77,LINC00847,long intergenic non-protein coding RNA 847
10747,1.02E-01,2.71E-02,0.3012,2.2094321,0.6655815,35.96,MASP2,MBL associated serine protease 2
11282,1.02E-01,2.72E-02,0.0473,-2.2092945,-0.1045681,1938.88,MGAT4B,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B"
100293516,1.02E-01,2.72E-02,0.1197,-2.209281,-0.2643935,275.83,ZNF587B,zinc finger protein 587B
84954,1.02E-01,2.72E-02,0.1311,-2.2091256,-0.2896932,187.71,MPND,MPN domain containing
506,1.02E-01,2.72E-02,0.0294,2.2087093,0.0649191,20773.53,ATP5F1B,ATP synthase F1 subunit beta
100505865,1.02E-01,2.72E-02,0.3021,2.2081804,0.6671854,40.28,LINC00920,long intergenic non-protein coding RNA 920
407043,1.03E-01,2.73E-02,0.3658,-2.2075652,-0.8074558,28.72,MIR7-1,microRNA 7-1
57489,1.03E-01,2.73E-02,0.0606,2.2071816,0.1338273,1125.85,ODF2L,outer dense fiber of sperm tails 2 like
116496,1.03E-01,2.73E-02,0.0464,-2.2071536,-0.1024808,2419.93,NIBAN1,niban apoptosis regulator 1
157769,1.03E-01,2.73E-02,0.0309,2.2072664,0.0681773,9356.12,FAM91A1,family with sequence similarity 91 member A1
151556,1.03E-01,2.73E-02,0.2191,2.2066221,0.4835372,70.34,GPR155,G protein-coupled receptor 155
5335,1.03E-01,2.74E-02,0.0409,2.2057779,0.0902718,2920.87,PLCG1,phospholipase C gamma 1
7874,1.03E-01,2.74E-02,0.0339,2.2054235,0.0748415,9271.98,USP7,ubiquitin specific peptidase 7
51665,1.03E-01,2.74E-02,0.0587,2.2051279,0.1293325,1095.75,ASB1,ankyrin repeat and SOCS box containing 1
8777,1.03E-01,2.75E-02,0.0417,-2.2049634,-0.0919387,3662.96,MPDZ,multiple PDZ domain crumbs cell polarity complex component
6785,1.03E-01,2.75E-02,0.0648,2.2043652,0.1428341,1013,ELOVL4,ELOVL fatty acid elongase 4
1030,1.03E-01,2.75E-02,0.1219,2.2041293,0.2685936,284.22,CDKN2B,cyclin dependent kinase inhibitor 2B
51021,1.03E-01,2.75E-02,0.0407,-2.2041945,-0.0898099,4913.23,MRPS16,mitochondrial ribosomal protein S16
80005,1.03E-01,2.76E-02,0.0482,2.2033305,0.1060981,2990.28,DOCK5,dedicator of cytokinesis 5
55184,1.03E-01,2.76E-02,0.2502,2.2031565,0.5512463,51.75,DZANK1,double zinc ribbon and ankyrin repeat domains 1
8690,1.04E-01,2.77E-02,0.0912,-2.2018931,-0.2008004,439.44,JRKL,JRK like
26175,1.04E-01,2.77E-02,0.0616,-2.2017543,-0.1356006,1176.12,LYSET,lysosomal enzyme trafficking factor
23324,1.04E-01,2.77E-02,0.073,-2.2011281,-0.1607831,772.15,MAN2B2,mannosidase alpha class 2B member 2
374655,1.04E-01,2.77E-02,0.0557,2.2010897,0.1225564,1232.15,ZNF710,zinc finger protein 710
151393,1.04E-01,2.78E-02,0.1471,-2.2004738,-0.3237468,216.49,RMDN2,regulator of microtubule dynamics 2
9625,1.04E-01,2.79E-02,0.31,-2.199121,-0.6817094,35.65,AATK,apoptosis associated tyrosine kinase
170384,1.04E-01,2.79E-02,0.0816,-2.1987981,-0.1793186,545.81,FUT11,fucosyltransferase 11
6161,1.04E-01,2.79E-02,0.0286,-2.1986864,-0.062977,12198.31,RPL32,ribosomal protein L32
166647,1.04E-01,2.79E-02,0.0578,2.1984471,0.1270836,1171.5,ADGRA3,adhesion G protein-coupled receptor A3
10331,1.05E-01,2.80E-02,0.1188,2.1977517,0.2610993,246.5,B3GNT3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
80727,1.05E-01,2.80E-02,0.0521,-2.197466,-0.1144022,1671.75,TTYH3,tweety family member 3
100507316,1.05E-01,2.80E-02,0.3278,-2.1973151,-0.720219,32.09,MINCR,MYC-induced long non-coding RNA
25820,1.05E-01,2.80E-02,0.0381,2.1969916,0.0836299,3995.16,ARIH1,ariadne RBR E3 ubiquitin protein ligase 1
2967,1.05E-01,2.81E-02,0.0327,2.1962147,0.0718171,5285.04,GTF2H3,general transcription factor IIH subunit 3
84445,1.05E-01,2.81E-02,0.06,-2.195856,-0.1317867,1142.55,LZTS2,leucine zipper tumor suppressor 2
219854,1.05E-01,2.81E-02,0.1228,-2.1956933,-0.2695658,232.64,TMEM218,transmembrane protein 218
7562,1.05E-01,2.81E-02,0.1194,2.1953645,0.2621381,229.89,ZNF708,zinc finger protein 708
102723354,1.05E-01,2.82E-02,0.1693,-2.1942789,-0.3715461,126.01,LINC02298,long intergenic non-protein coding RNA 2298
818,1.05E-01,2.82E-02,0.0465,2.1939491,0.1020746,2240.01,CAMK2G,calcium/calmodulin dependent protein kinase II gamma
6615,1.05E-01,2.83E-02,0.2919,2.1933554,0.6402602,38.76,SNAI1,snail family transcriptional repressor 1
58485,1.05E-01,2.83E-02,0.0549,-2.1932577,-0.1204219,1286.52,TRAPPC1,trafficking protein particle complex subunit 1
8446,1.06E-01,2.83E-02,0.0557,-2.1928296,-0.1221063,1395.32,DUSP11,dual specificity phosphatase 11
112495,1.06E-01,2.83E-02,0.0546,2.192818,0.1196385,1390.67,GTF3C6,general transcription factor IIIC subunit 6
1937,1.06E-01,2.84E-02,0.0259,-2.1921356,-0.0568106,26717.16,EEF1G,eukaryotic translation elongation factor 1 gamma
692087,1.06E-01,2.84E-02,0.0812,-2.1921004,-0.1779658,554.42,SNORD49B,"small nucleolar RNA, C/D box 49B"
64063,1.06E-01,2.84E-02,0.133,2.1917871,0.2914791,1569.6,PRSS22,serine protease 22
23646,1.06E-01,2.84E-02,0.0478,-2.1915808,-0.1047889,1966.63,PLD3,phospholipase D family member 3
7745,1.06E-01,2.84E-02,0.046,-2.1910484,-0.1007051,2261.46,ZKSCAN8,zinc finger with KRAB and SCAN domains 8
5518,1.06E-01,2.85E-02,0.0378,-2.1909924,-0.0827652,5611.98,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha
29104,1.06E-01,2.84E-02,0.1276,-2.1911711,-0.2796207,208.94,N6AMT1,N-6 adenine-specific DNA methyltransferase 1
64429,1.06E-01,2.85E-02,0.0488,-2.1902876,-0.1068078,1872.26,ZDHHC6,zinc finger DHHC-type palmitoyltransferase 6
730091,1.06E-01,2.85E-02,0.3491,2.1901508,0.7645967,28.06,LINC00886,long intergenic non-protein coding RNA 886
65985,1.06E-01,2.86E-02,0.0414,2.189314,0.0906972,3060.78,AACS,acetoacetyl-CoA synthetase
100507373,1.06E-01,2.86E-02,0.1475,-2.1893561,-0.3229775,151.78,ADGRL1-AS1,ADGRL1 antisense RNA 1
3735,1.06E-01,2.86E-02,0.0306,-2.1888873,-0.0669099,8918.37,KARS1,lysyl-tRNA synthetase 1
9833,1.06E-01,2.87E-02,0.0448,-2.1881511,-0.0979295,3146.68,MELK,maternal embryonic leucine zipper kinase
150468,1.06E-01,2.87E-02,0.0418,-2.1879811,-0.0914993,2614.77,CKAP2L,cytoskeleton associated protein 2 like
27252,1.06E-01,2.87E-02,0.0832,2.1877215,0.1819637,572.79,KLHL20,kelch like family member 20
10094,1.06E-01,2.87E-02,0.0328,2.1878748,0.071716,8506.22,ARPC3,actin related protein 2/3 complex subunit 3
84669,1.06E-01,2.87E-02,0.0459,-2.1876922,-0.1003998,2168.21,USP32,ubiquitin specific peptidase 32
29058,1.06E-01,2.87E-02,0.0522,-2.1875202,-0.1141564,1699.13,TMEM230,transmembrane protein 230
140775,1.07E-01,2.87E-02,0.0423,-2.1873044,-0.0924269,2369.97,SMCR8,SMCR8-C9orf72 complex subunit
105373414,1.07E-01,2.87E-02,0.1467,2.1871787,0.3207922,170.56,LOC105373414,uncharacterized LOC105373414
79585,1.07E-01,2.88E-02,0.1363,-2.1863124,-0.2980976,206.19,CORO7,coronin 7
51282,1.07E-01,2.88E-02,0.0935,-2.1858376,-0.2044629,471.16,SCAND1,SCAN domain containing 1
23335,1.07E-01,2.88E-02,0.0881,2.1856986,0.1925797,450,WDR7,WD repeat domain 7
163131,1.07E-01,2.89E-02,0.0903,2.185265,0.1974344,457.14,ZNF780B,zinc finger protein 780B
57537,1.07E-01,2.89E-02,0.2261,2.1849584,0.4939222,69.45,SORCS2,sortilin related VPS10 domain containing receptor 2
4094,1.07E-01,2.89E-02,0.121,-2.1849313,-0.2643143,231.43,MAF,MAF bZIP transcription factor
23353,1.07E-01,2.89E-02,0.0405,-2.1846714,-0.0885607,2955.99,SUN1,Sad1 and UNC84 domain containing 1
23284,1.07E-01,2.89E-02,0.1525,-2.1842208,-0.3332024,159.54,ADGRL3,adhesion G protein-coupled receptor L3
24145,1.07E-01,2.89E-02,0.0705,-2.1843204,-0.1539965,748.42,PANX1,pannexin 1
124944,1.07E-01,2.89E-02,0.1295,-2.1841807,-0.2827883,194.31,C17orf49,chromosome 17 open reading frame 49
23173,1.07E-01,2.90E-02,0.045,-2.1840295,-0.0982737,2205.75,METAP1,methionyl aminopeptidase 1
8125,1.07E-01,2.90E-02,0.0337,2.183069,0.0736356,11320.93,ANP32A,acidic nuclear phosphoprotein 32 family member A
51111,1.07E-01,2.91E-02,0.0359,2.1825587,0.0784011,4542.79,KMT5B,lysine methyltransferase 5B
5036,1.07E-01,2.91E-02,0.029,-2.1826083,-0.0631903,12374.52,PA2G4,proliferation-associated 2G4
10073,1.07E-01,2.91E-02,0.0644,2.1826866,0.1405189,863.48,SNUPN,snurportin 1
10175,1.07E-01,2.91E-02,0.0367,2.1821736,0.0801163,6629.27,CNIH1,cornichon family AMPA receptor auxiliary protein 1
1537,1.07E-01,2.91E-02,0.0497,-2.1820648,-0.1085283,2189.16,CYC1,cytochrome c1
80143,1.08E-01,2.92E-02,0.0378,2.1813372,0.0823599,4772.67,SIKE1,suppressor of IKBKE 1
80224,1.08E-01,2.92E-02,0.0539,-2.1813652,-0.1175931,1297.24,NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial"
8714,1.08E-01,2.92E-02,0.1075,-2.1813227,-0.2345249,359.66,ABCC3,ATP binding cassette subfamily C member 3
6875,1.08E-01,2.91E-02,0.0804,-2.1816564,-0.1753138,563.25,TAF4B,TATA-box binding protein associated factor 4b
7109,1.08E-01,2.92E-02,0.0406,2.1813318,0.0886156,2680.08,TRAPPC10,trafficking protein particle complex subunit 10
7518,1.08E-01,2.93E-02,0.0829,-2.1787827,-0.1805611,547.37,XRCC4,X-ray repair cross complementing 4
90806,1.08E-01,2.94E-02,0.0677,2.1786583,0.1474678,1152.28,ANGEL2,angel homolog 2
26509,1.08E-01,2.94E-02,0.025,2.1778864,0.0543607,19239.41,MYOF,myoferlin
84343,1.08E-01,2.94E-02,0.0515,-2.1776083,-0.1122127,1676.06,HPS3,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
56255,1.08E-01,2.94E-02,0.0625,2.1774376,0.136078,1135.1,TMX4,thioredoxin related transmembrane protein 4
84440,1.09E-01,2.96E-02,0.097,-2.1757257,-0.211065,464.68,RAB11FIP4,RAB11 family interacting protein 4
85315,1.09E-01,2.97E-02,0.1463,-2.1745942,-0.3182139,158.37,PAQR8,progestin and adipoQ receptor family member 8
360,1.09E-01,2.97E-02,0.0507,-2.1743396,-0.1103417,4454.65,AQP3,aquaporin 3 (Gill blood group)
55266,1.09E-01,2.97E-02,0.0473,2.1743386,0.1027764,2106.75,TMEM19,transmembrane protein 19
9792,1.09E-01,2.97E-02,0.0432,-2.1738859,-0.0939304,3151.4,SERTAD2,SERTA domain containing 2
5706,1.09E-01,2.97E-02,0.0334,2.1738453,0.0725278,5542.98,PSMC6,"proteasome 26S subunit, ATPase 6"
8878,1.09E-01,2.97E-02,0.032,2.1737496,0.0695159,6448.2,SQSTM1,sequestosome 1
22794,1.09E-01,2.98E-02,0.0374,-2.1732377,-0.0812738,3839.7,CASC3,CASC3 exon junction complex subunit
81704,1.09E-01,2.98E-02,0.1473,2.173003,0.3199991,162.93,DOCK8,dedicator of cytokinesis 8
130617,1.10E-01,2.98E-02,0.1113,-2.1724375,-0.2417522,279.89,ZFAND2B,zinc finger AN1-type containing 2B
201965,1.10E-01,2.98E-02,0.0631,2.1724406,0.1369894,1006.38,RWDD4,RWD domain containing 4
220002,1.10E-01,2.99E-02,0.0702,2.1719179,0.1523807,741.5,CYB561A3,cytochrome b561 family member A3
5728,1.10E-01,2.99E-02,0.0366,-2.1717601,-0.0795325,3972.9,PTEN,phosphatase and tensin homolog
55553,1.10E-01,2.99E-02,0.2523,2.171169,0.5477749,67.34,SOX6,SRY-box transcription factor 6
65989,1.10E-01,3.00E-02,0.0913,-2.1702621,-0.1981725,442.62,DLK2,delta like non-canonical Notch ligand 2
83854,1.11E-01,3.01E-02,0.2052,-2.1685249,-0.4450308,77.18,ANGPTL6,angiopoietin like 6
339535,1.11E-01,3.01E-02,0.188,-2.1682946,-0.4076431,95.31,LINC01139,long intergenic non-protein coding RNA 1139
100529209,1.11E-01,3.01E-02,0.0565,-2.1683726,-0.1225262,1257.44,RNASEK-C17orf49,RNASEK-C17orf49 readthrough
101929516,1.11E-01,3.02E-02,0.0565,2.1679026,0.122548,1178.65,PABPC4-AS1,PABPC4 antisense RNA 1
105371709,1.11E-01,3.02E-02,0.1715,-2.167988,-0.3718681,117.57,LOC105371709,uncharacterized LOC105371709
1181,1.11E-01,3.02E-02,0.1416,2.1677921,0.3069006,194.06,CLCN2,chloride voltage-gated channel 2
57513,1.11E-01,3.02E-02,0.0684,-2.1675695,-0.1482246,832.14,CASKIN2,CASK interacting protein 2
23396,1.11E-01,3.02E-02,0.0628,2.1674687,0.1361951,931.67,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
23480,1.11E-01,3.02E-02,0.0554,2.167208,0.1201333,1414.89,SEC61G,SEC61 translocon subunit gamma
5931,1.11E-01,3.02E-02,0.0311,-2.1672913,-0.0674235,9667.2,RBBP7,"RB binding protein 7, chromatin remodeling factor"
5792,1.11E-01,3.03E-02,0.0326,-2.1666391,-0.070615,19061.69,PTPRF,protein tyrosine phosphatase receptor type F
56288,1.11E-01,3.03E-02,0.0464,-2.1664145,-0.1004487,1979.59,PARD3,par-3 family cell polarity regulator
56931,1.11E-01,3.03E-02,0.0608,2.1664152,0.1316312,1201.97,DUS3L,dihydrouridine synthase 3 like
100137049,1.11E-01,3.03E-02,0.1606,2.1658944,0.3478267,130.74,PLA2G4B,phospholipase A2 group IVB
133308,1.11E-01,3.03E-02,0.1365,-2.1657013,-0.2956061,198.39,SLC9B2,solute carrier family 9 member B2
9070,1.11E-01,3.04E-02,0.0681,2.1653796,0.1475217,820.24,ASH2L,"ASH2 like, histone lysine methyltransferase complex subunit"
105375674,1.11E-01,3.04E-02,0.3248,2.1653763,0.7032483,30.43,LINC03044,long intergenic non-protein coding RNA 3044
10682,1.11E-01,3.04E-02,0.0386,2.165021,0.0836584,3342.03,EBP,EBP cholestenol delta-isomerase
79627,1.11E-01,3.04E-02,0.047,-2.164702,-0.1018118,2661.92,OGFRL1,opioid growth factor receptor like 1
125950,1.11E-01,3.04E-02,0.0455,-2.1643744,-0.0984614,2506.8,RAVER1,"ribonucleoprotein, PTB binding 1"
55687,1.11E-01,3.04E-02,0.0453,-2.164216,-0.0980678,2040.33,TRMU,tRNA mitochondrial 2-thiouridylase
54800,1.11E-01,3.05E-02,0.103,2.1635618,0.2228245,314.05,KLHL24,kelch like family member 24
51517,1.12E-01,3.06E-02,0.0746,-2.1621975,-0.1612586,644.72,NCKIPSD,NCK interacting protein with SH3 domain
135250,1.12E-01,3.06E-02,0.2555,-2.1622884,-0.5525399,61.39,RAET1E,retinoic acid early transcript 1E
55055,1.12E-01,3.06E-02,0.0378,2.1618855,0.0817797,3796.37,ZWILCH,zwilch kinetochore protein
4571,1.12E-01,3.07E-02,0.0612,-2.1609986,-0.1323453,1390.28,TRNP,tRNA-Pro
164284,1.12E-01,3.07E-02,0.3428,2.1603514,0.7406138,28.01,APCDD1L,APC down-regulated 1 like
51522,1.12E-01,3.08E-02,0.0414,2.160216,0.0894807,2603.27,TMEM14C,transmembrane protein 14C
63920,1.12E-01,3.08E-02,0.0976,-2.159817,-0.2107143,422.1,FAM200C,family with sequence similarity 200 member C
55726,1.12E-01,3.08E-02,0.0419,2.159729,0.0904355,2561.57,INTS13,integrator complex subunit 13
127703,1.12E-01,3.08E-02,0.0853,-2.1594601,-0.1841622,498.75,C1orf216,chromosome 1 open reading frame 216
84924,1.12E-01,3.08E-02,0.1291,-2.1594275,-0.278859,214.47,ZNF566,zinc finger protein 566
4289,1.12E-01,3.08E-02,0.0442,-2.1591767,-0.0954526,3018.96,MKLN1,muskelin 1
148898,1.12E-01,3.09E-02,0.3028,-2.1589347,-0.6537192,43.96,ZNF436-AS1,ZNF436 antisense RNA 1
6622,1.12E-01,3.09E-02,0.2079,-2.1589984,-0.4488864,76.32,SNCA,synuclein alpha
57223,1.12E-01,3.09E-02,0.031,2.1583165,0.0668229,7767.5,PPP4R3B,protein phosphatase 4 regulatory subunit 3B
374654,1.12E-01,3.09E-02,0.0606,2.1582908,0.1308633,976.71,KIF7,kinesin family member 7
55661,1.12E-01,3.09E-02,0.045,2.1580834,0.0972076,3365.52,DDX27,DEAD-box helicase 27
112849,1.13E-01,3.09E-02,0.0952,-2.1578518,-0.205518,384.87,L3HYPDH,trans-L-3-hydroxyproline dehydratase
7095,1.13E-01,3.10E-02,0.0371,2.157526,0.080049,12926.82,SEC62,"SEC62 homolog, preprotein translocation factor"
105375710,1.13E-01,3.10E-02,0.2446,-2.1576951,-0.5278566,55.24,LOC105375710,uncharacterized LOC105375710
10198,1.13E-01,3.10E-02,0.0448,-2.1576162,-0.0965836,2846.9,MPHOSPH9,M-phase phosphoprotein 9
29843,1.13E-01,3.10E-02,0.0492,2.1573999,0.1060614,2014.48,SENP1,SUMO specific peptidase 1
157922,1.13E-01,3.10E-02,0.0411,2.157298,0.0887022,3324.5,CAMSAP1,calmodulin regulated spectrin associated protein 1
113510,1.13E-01,3.10E-02,0.0991,2.1567077,0.2137466,390.08,HELQ,"helicase, POLQ like"
30850,1.13E-01,3.11E-02,0.0954,-2.1562927,-0.2057832,420.56,CDR2L,cerebellar degeneration related protein 2 like
119559,1.13E-01,3.11E-02,0.0682,-2.1559114,-0.147065,883.02,SFXN4,sideroflexin 4
284071,1.13E-01,3.12E-02,0.1878,2.1548918,0.4046553,92.47,MEIOC,meiosis specific with coiled-coil domain
8991,1.13E-01,3.12E-02,0.2929,2.1545801,0.6309918,37.78,SELENBP1,selenium binding protein 1
54165,1.13E-01,3.12E-02,0.0404,2.1542667,0.0870003,3764.91,DCUN1D1,defective in cullin neddylation 1 domain containing 1
105371441,1.13E-01,3.13E-02,0.1735,2.1536895,0.3737346,107.77,LOC105371441,
207107,1.13E-01,3.13E-02,0.1814,2.1536827,0.3906095,103.12,SFTA1P,"surfactant associated 1, lncRNA"
79882,1.13E-01,3.13E-02,0.0347,2.1532793,0.0747512,6772.91,ZC3H14,zinc finger CCCH-type containing 14
1810,1.14E-01,3.14E-02,0.0354,2.1523721,0.0761987,5035.6,DR1,down-regulator of transcription 1
89853,1.14E-01,3.14E-02,0.136,-2.1522066,-0.2926978,180.5,MVB12B,multivesicular body subunit 12B
150383,1.14E-01,3.14E-02,0.1099,-2.1514674,-0.236414,395.84,CDPF1,cysteine rich DPF motif domain containing 1
284618,1.14E-01,3.15E-02,0.0535,2.1501436,0.1151063,1581.93,RUSC1-AS1,RUSC1 antisense RNA 1
55773,1.14E-01,3.16E-02,0.0514,2.1497065,0.1104505,1652.21,TBC1D23,TBC1 domain family member 23
83787,1.14E-01,3.16E-02,0.0595,-2.1498202,-0.1279537,1108.56,ARMC10,armadillo repeat containing 10
693221,1.14E-01,3.16E-02,0.1391,-2.1496762,-0.2990849,214.45,MIR636,microRNA 636
9688,1.14E-01,3.16E-02,0.0426,-2.1490504,-0.0914881,2781.83,NUP93,nucleoporin 93
3214,1.14E-01,3.17E-02,0.1071,-2.148655,-0.230065,293.52,HOXB4,homeobox B4
5360,1.14E-01,3.17E-02,0.0894,-2.1486312,-0.192066,431.21,PLTP,phospholipid transfer protein
5423,1.15E-01,3.17E-02,0.0684,2.1484584,0.1469382,898.87,POLB,DNA polymerase beta
25994,1.15E-01,3.17E-02,0.036,2.1483441,0.0774251,4549.46,HIGD1A,HIG1 hypoxia inducible domain family member 1A
147798,1.15E-01,3.17E-02,0.0563,-2.1480048,-0.1209357,1225.91,TMC4,transmembrane channel like 4
56949,1.15E-01,3.17E-02,0.0595,-2.1478875,-0.1277481,1571.41,XAB2,XPA binding protein 2
55741,1.15E-01,3.17E-02,0.1329,-2.1475482,-0.2853973,199.29,EDEM2,ER degradation enhancing alpha-mannosidase like protein 2
65983,1.15E-01,3.19E-02,0.1081,2.1462131,0.2320079,342.35,GRAMD2B,GRAM domain containing 2B
9265,1.15E-01,3.19E-02,0.0534,2.1460172,0.1146805,1971.13,CYTH3,cytohesin 3
6204,1.15E-01,3.19E-02,0.0403,-2.1457389,-0.0863861,7352.05,RPS10,ribosomal protein S10
26275,1.15E-01,3.19E-02,0.0651,-2.1455588,-0.1397653,891.27,HIBCH,3-hydroxyisobutyryl-CoA hydrolase
63932,1.15E-01,3.19E-02,0.0484,2.145336,0.1038166,1969.54,STEEP1,STING1 ER exit protein 1
27079,1.15E-01,3.19E-02,0.0872,2.1451592,0.1869526,503.62,RPUSD2,RNA pseudouridine synthase domain containing 2
284131,1.15E-01,3.19E-02,0.095,-2.145062,-0.2037576,402.96,ENDOV,endonuclease V
250,1.15E-01,3.20E-02,0.1839,2.1446889,0.3944437,98.14,ALPP,"alkaline phosphatase, placental"
26022,1.15E-01,3.20E-02,0.2136,-2.1439501,-0.4579183,81.34,TMEM98,transmembrane protein 98
57215,1.16E-01,3.21E-02,0.0677,-2.1429733,-0.1449983,885.56,THAP11,THAP domain containing 11
53354,1.16E-01,3.21E-02,0.0809,-2.1425993,-0.173357,570.95,PANK1,pantothenate kinase 1
56061,1.16E-01,3.22E-02,0.0302,2.1422087,0.064675,8067.05,UBFD1,ubiquitin family domain containing 1
29952,1.16E-01,3.22E-02,0.046,-2.1418056,-0.0985529,2014.78,DPP7,dipeptidyl peptidase 7
55175,1.16E-01,3.22E-02,0.0633,-2.1418176,-0.1355871,1029.77,KLHL11,kelch like family member 11
29081,1.16E-01,3.23E-02,0.0516,-2.1412468,-0.1105284,1479.76,METTL5,"methyltransferase 5, N6-adenosine"
